Team,Type,Subtype,Period,Start Frame,Start Time [s],End Frame,End Time [s],From,To,Start X,Start Y,End X,End Y
Home,BALL LOST,INTERCEPTION,1,10613,424.52,10651,426.04,Player7,,0.75,0.65,0.92,0.46
Home,CHALLENGE,AERIAL-WON,1,10708,428.32,10708,428.32,Player8,,0.83,0.51,,
Home,RECOVERY,INTERCEPTION,1,10708,428.32,10708,428.32,Player8,,0.83,0.51,,
Home,PASS,HEAD,1,10708,428.32,10742,429.68,Player8,Player3,0.83,0.51,0.83,0.54
Home,BALL LOST,HEAD-INTERCEPTION,1,10742,429.68,10761,430.44,Player3,,0.83,0.54,0.87,0.45
Home,CHALLENGE,AERIAL-FAULT-LOST,1,10801,432.04,10801,432.04,Player2,,0.76,0.65,,
Home,RECOVERY,INTERCEPTION,1,12033,481.32,12033,481.32,Player1,,0.04,0.62,,
Home,BALL OUT,HEAD-CLEARANCE,1,12033,481.32,12047,481.88,Player1,,0.04,0.62,-0.05,0.71
Home,RECOVERY,,1,13543,541.72,13543,541.72,Player11,,0.04,0.44,,
Home,PASS,GOAL KICK,1,13543,541.72,13625,545.0,Player11,Player5,0.04,0.44,0.5,0.86
Home,PASS,,1,13625,545.0,13641,545.64,Player5,Player1,0.5,0.86,0.42,0.84
Home,BALL LOST,INTERCEPTION,1,13672,546.88,13701,548.04,Player1,,0.41,0.85,0.63,0.86
Home,RECOVERY,,1,13739,549.56,13739,549.56,Player6,,0.48,0.79,,
Home,BALL LOST,INTERCEPTION,1,13739,549.56,13766,550.64,Player6,,0.48,0.79,0.68,0.53
Home,RECOVERY,,1,13814,552.56,13814,552.56,Player9,,0.73,0.56,,
Home,CHALLENGE,TACKLE-LOST,1,13843,553.72,13843,553.72,Player9,,0.8,0.52,,
Home,BALL LOST,THEFT,1,13843,553.72,13843,553.72,Player9,,0.8,0.52,,
Home,SET PIECE,THROW IN,1,14574,582.96,14574,582.96,Player4,,,,,
Home,PASS,,1,14574,582.96,14607,584.28,Player4,Player9,0.86,-0.02,0.96,0.1
Home,PASS,,1,14607,584.28,14637,585.48,Player9,Player4,0.96,0.1,0.83,0.01
Home,PASS,,1,14637,585.48,14666,586.64,Player4,Player8,0.83,0.01,0.92,0.21
Home,BALL LOST,INTERCEPTION,1,14730,589.2,14741,589.64,Player8,,0.97,0.28,0.92,0.4
Home,RECOVERY,,1,15043,601.72,15043,601.72,Player2,,0.33,0.13,,
Home,PASS,,1,15043,601.72,15109,604.36,Player2,Player11,0.33,0.13,0.16,0.43
Home,BALL LOST,INTERCEPTION,1,15152,606.08,15224,608.96,Player11,,0.16,0.52,0.57,0.87
Home,CHALLENGE,AERIAL-LOST,1,15224,608.96,15224,608.96,Player5,,0.53,0.84,,
Home,RECOVERY,,1,15269,610.76,15269,610.76,Player1,,0.41,0.91,,
Home,PASS,,1,15298,611.92,15336,613.44,Player1,Player5,0.44,0.98,0.52,0.94
Home,PASS,,1,15363,614.52,15379,615.16,Player5,Player9,0.56,0.96,0.6,0.88
Home,PASS,,1,15419,616.76,15430,617.2,Player9,Player5,0.64,0.88,0.7,0.88
Home,BALL LOST,,1,15430,617.2,15464,618.56,Player5,,0.7,0.88,0.81,0.71
Home,RECOVERY,INTERCEPTION,1,15646,625.84,15646,625.84,Player4,,0.46,0.34,,
Home,PASS,HEAD,1,15646,625.84,15690,627.6,Player4,Player3,0.46,0.34,0.39,0.46
Home,CHALLENGE,GROUND-FAULT-WON,1,15690,627.6,15690,627.6,Player3,,0.39,0.46,,
Home,FAULT RECEIVED,,1,15690,627.6,15690,627.6,Player3,,0.39,0.46,,
Home,SET PIECE,FREE KICK,1,15917,636.68,15917,636.68,Player3,,,,,
Home,PASS,,1,15917,636.68,15973,638.92,Player3,Player1,0.34,0.44,0.43,0.91
Home,PASS,,1,16045,641.8,16066,642.64,Player1,Player6,0.52,0.91,0.54,0.73
Home,PASS,,1,16066,642.64,16094,643.76,Player6,Player1,0.54,0.73,0.53,0.9
Home,PASS,,1,16094,643.76,16134,645.36,Player1,Player2,0.53,0.9,0.35,0.8
Home,PASS,,1,16162,646.48,16193,647.72,Player2,Player3,0.35,0.79,0.3,0.53
Home,PASS,,1,16223,648.92,16252,650.08,Player3,Player6,0.29,0.57,0.47,0.67
Home,PASS,,1,16252,650.08,16303,652.12,Player6,Player4,0.47,0.67,0.41,0.22
Home,PASS,,1,16332,653.28,16359,654.36,Player4,Player10,0.44,0.22,0.53,0.27
Home,PASS,,1,16383,655.32,16424,656.96,Player10,Player8,0.56,0.24,0.69,0.03
Home,BALL LOST,,1,16465,658.6,16470,658.8,Player8,,0.77,0.07,0.78,0.14
Home,SET PIECE,CORNER KICK,1,17276,691.04,17276,691.04,Player6,,,,,
Home,BALL LOST,INTERCEPTION,1,17276,691.04,17318,692.72,Player6,,1.01,0.01,0.93,0.53
Home,SET PIECE,CORNER KICK,1,18203,728.12,18203,728.12,Player6,,,,,
Home,PASS,,1,18203,728.12,18252,730.08,Player6,Player3,0.94,0.99,0.89,0.46
Home,CHALLENGE,AERIAL-WON,1,18252,730.08,18252,730.08,Player3,,0.89,0.46,,
Home,PASS,HEAD,1,18252,730.08,18270,730.8,Player3,Player8,0.89,0.46,0.94,0.55
Home,SHOT,HEAD-OFF TARGET-OUT,1,18270,730.8,18301,732.04,Player8,,0.94,0.55,1.03,0.61
Home,RECOVERY,INTERCEPTION,1,19018,760.72,19018,760.72,Player2,,0.5,0.8,,
Home,BALL LOST,HEAD,1,19018,760.72,19114,764.56,Player2,,0.5,0.8,0.69,0.52
Home,RECOVERY,SAVED,1,19482,779.28,19482,779.28,Player11,,0.03,0.47,,
Home,PASS,,1,19482,779.28,19529,781.16,Player11,Player3,0.03,0.47,0.08,0.41
Home,PASS,,1,19529,781.16,19571,782.84,Player3,Player8,0.08,0.41,0.22,0.25
Home,BALL LOST,HEAD,1,19571,782.84,19617,784.68,Player8,,0.22,0.25,0.34,0.22
Home,SET PIECE,THROW IN,1,20146,805.84,20146,805.84,Player4,,,,,
Home,BALL LOST,INTERCEPTION,1,20146,805.84,20183,807.32,Player4,,0.39,0.0,0.51,0.16
Home,CHALLENGE,AERIAL-LOST,1,20183,807.32,20183,807.32,Player8,,0.5,0.1,,
Home,RECOVERY,INTERCEPTION,1,20362,814.48,20362,814.48,Player7,,0.28,0.14,,
Home,PASS,,1,20362,814.48,20380,815.2,Player7,Player4,0.28,0.14,0.22,0.1
Home,PASS,,1,20471,818.84,20528,821.12,Player4,Player9,0.28,0.03,0.43,0.51
Home,PASS,,1,20552,822.08,20622,824.88,Player9,Player1,0.4,0.53,0.36,0.91
Home,BALL LOST,INTERCEPTION,1,20622,824.88,20671,826.84,Player1,,0.36,0.91,0.52,0.85
Home,RECOVERY,INTERCEPTION,1,21471,858.84,21471,858.84,Player8,,0.34,0.21,,
Home,BALL LOST,HEAD,1,21471,858.84,21515,860.6,Player8,,0.34,0.21,0.38,0.41
Home,RECOVERY,,1,22578,903.12,22578,903.12,Player11,,0.04,0.51,,
Home,BALL LOST,GOAL KICK-INTERCEPTION,1,22578,903.12,22661,906.44,Player11,,0.04,0.51,0.6,0.87
Home,CHALLENGE,AERIAL-LOST,1,22661,906.44,22661,906.44,Player9,,0.54,0.9,,
Home,RECOVERY,,1,22665,906.6,22665,906.6,Player9,,0.54,0.91,,
Home,BALL LOST,,1,22665,906.6,22674,906.96,Player9,,0.54,0.91,0.6,0.91
Home,RECOVERY,INTERCEPTION,1,22738,909.52,22738,909.52,Player6,,0.53,0.69,,
Home,BALL LOST,,1,22738,909.52,22747,909.88,Player6,,0.53,0.69,0.57,0.63
Home,CHALLENGE,GROUND-LOST,1,23812,952.48,23812,952.48,Player8,,0.29,0.33,,
Home,RECOVERY,,1,23860,954.4,23860,954.4,Player9,,0.32,0.49,,
Home,PASS,,1,23860,954.4,23873,954.92,Player9,Player6,0.32,0.49,0.3,0.45
Home,BALL LOST,INTERCEPTION,1,23903,956.12,23909,956.36,Player6,,0.3,0.48,0.29,0.59
Home,RECOVERY,,1,24035,961.4,24035,961.4,Player6,,0.24,0.5,,
Home,PASS,,1,24035,961.4,24072,962.88,Player6,Player4,0.24,0.5,0.18,0.37
Home,PASS,,1,24072,962.88,24098,963.92,Player4,Player2,0.18,0.37,0.15,0.54
Home,BALL LOST,,1,24098,963.92,24186,967.44,Player2,,0.15,0.54,0.47,0.54
Home,CHALLENGE,GROUND-WON,1,24450,978.0,24450,978.0,Player8,,0.09,0.16,,
Home,RECOVERY,INTERCEPTION,1,24486,979.44,24486,979.44,Player8,,0.07,0.11,,
Home,BALL LOST,,1,24551,982.04,24560,982.4,Player8,,0.16,0.03,0.25,0.05
Home,SET PIECE,THROW IN,1,24980,999.2,24980,999.2,Player4,,,,,
Home,PASS,,1,24980,999.2,25031,1001.24,Player4,Player10,0.26,-0.01,0.34,0.1
Home,CHALLENGE,GROUND-FAULT-WON,1,25087,1003.48,25087,1003.48,Player10,,0.36,0.26,,
Home,FAULT RECEIVED,,1,25087,1003.48,25087,1003.48,Player10,,0.36,0.26,,
Home,SET PIECE,FREE KICK,1,25476,1019.04,25476,1019.04,Player7,,,,,
Home,PASS,,1,25476,1019.04,25517,1020.68,Player7,Player6,0.42,0.37,0.39,0.64
Home,PASS,,1,25546,1021.84,25578,1023.12,Player6,Player1,0.4,0.67,0.48,0.94
Home,CHALLENGE,DRIBBLE-WON,1,25595,1023.8,25595,1023.8,Player1,,0.5,0.94,,
Home,BALL LOST,INTERCEPTION,1,25704,1028.16,25705,1028.2,Player1,,0.73,0.95,0.76,0.93
Home,SET PIECE,CORNER KICK,1,26544,1061.76,26544,1061.76,Player6,,,,,
Home,PASS,,1,26544,1061.76,26590,1063.6,Player6,Player10,0.97,0.98,0.86,0.66
Home,PASS,,1,26590,1063.6,26608,1064.32,Player10,Player8,0.86,0.66,0.95,0.53
Home,SHOT,HEAD-OFF TARGET-OUT,1,26608,1064.32,26636,1065.44,Player8,,0.95,0.53,1.03,0.47
Home,CHALLENGE,AERIAL-WON,1,27329,1093.16,27329,1093.16,Player4,,0.45,0.18,,
Home,RECOVERY,INTERCEPTION,1,27329,1093.16,27329,1093.16,Player4,,0.45,0.18,,
Home,BALL LOST,HEAD,1,27329,1093.16,27415,1096.6,Player4,,0.45,0.18,0.46,0.55
Home,RECOVERY,INTERCEPTION,1,27724,1108.96,27724,1108.96,Player5,,0.22,0.84,,
Home,PASS,,1,27724,1108.96,27746,1109.84,Player5,Player1,0.22,0.84,0.15,0.79
Home,PASS,,1,27778,1111.12,27797,1111.88,Player1,Player5,0.17,0.8,0.23,0.9
Home,PASS,,1,27797,1111.88,27839,1113.56,Player5,Player7,0.23,0.9,0.29,0.79
Home,PASS,,1,27839,1113.56,27870,1114.8,Player7,Player5,0.29,0.79,0.38,0.92
Home,PASS,,1,27942,1117.68,27991,1119.64,Player5,Player8,0.54,0.73,0.63,0.3
Home,BALL LOST,,1,28079,1123.16,28107,1124.28,Player8,,0.83,0.25,0.98,0.5
Home,RECOVERY,INTERCEPTION,1,28586,1143.44,28586,1143.44,Player2,,0.17,0.82,,
Home,BALL OUT,CLEARANCE,1,28586,1143.44,28605,1144.2,Player2,,0.17,0.82,0.13,1.03
Home,RECOVERY,INTERCEPTION,1,29063,1162.52,29063,1162.52,Player2,,0.13,0.71,,
Home,PASS,,1,29063,1162.52,29096,1163.84,Player2,Player9,0.13,0.71,0.27,0.6
Home,PASS,,1,29096,1163.84,29112,1164.48,Player9,Player6,0.27,0.6,0.2,0.56
Home,PASS,,1,29208,1168.32,29242,1169.68,Player6,Player3,0.2,0.52,0.16,0.36
Home,BALL LOST,INTERCEPTION,1,29264,1170.56,29301,1172.04,Player3,,0.19,0.31,0.33,0.05
Home,SET PIECE,FREE KICK,1,30368,1214.72,30368,1214.72,Player11,,,,,
Home,BALL LOST,INTERCEPTION,1,30368,1214.72,30442,1217.68,Player11,,0.16,0.18,0.67,0.13
Home,RECOVERY,,1,30518,1220.72,30518,1220.72,Player6,,0.6,0.4,,
Home,PASS,,1,30593,1223.72,30628,1225.12,Player6,Player10,0.59,0.61,0.62,0.75
Home,PASS,,1,30655,1226.2,30686,1227.44,Player10,Player5,0.65,0.77,0.69,0.94
Home,PASS,,1,30708,1228.32,30729,1229.16,Player5,Player6,0.69,0.93,0.61,0.84
Home,PASS,,1,30729,1229.16,30753,1230.12,Player6,Player10,0.61,0.84,0.7,0.72
Home,CHALLENGE,TACKLE-LOST,1,30807,1232.28,30807,1232.28,Player10,,0.76,0.66,,
Home,BALL LOST,THEFT,1,30807,1232.28,30807,1232.28,Player10,,0.76,0.66,,
Home,RECOVERY,INTERCEPTION,1,30897,1235.88,30897,1235.88,Player1,,0.6,0.8,,
Home,PASS,,1,30933,1237.32,30963,1238.52,Player1,Player7,0.6,0.74,0.59,0.62
Home,PASS,,1,30990,1239.6,31017,1240.68,Player7,Player9,0.61,0.61,0.65,0.49
Home,PASS,,1,31037,1241.48,31076,1243.04,Player9,Player4,0.67,0.45,0.68,0.19
Home,PASS,,1,31160,1246.4,31190,1247.6,Player4,Player7,0.81,0.28,0.75,0.37
Home,SHOT,OFF TARGET-OUT,1,31190,1247.6,31235,1249.4,Player7,,0.75,0.37,1.05,0.59
Home,RECOVERY,,1,31743,1269.72,31743,1269.72,Player10,,0.66,0.65,,
Home,BALL LOST,,1,31743,1269.72,31820,1272.8,Player10,,0.66,0.65,0.77,0.83
Home,CHALLENGE,GROUND-FAULT-LOST,1,31900,1276.0,31900,1276.0,Player10,,0.72,0.96,,
Home,RECOVERY,,1,33645,1345.8,33645,1345.8,Player11,,0.04,0.5,,
Home,BALL LOST,GOAL KICK-INTERCEPTION,1,33645,1345.8,33723,1348.92,Player11,,0.04,0.5,0.61,0.85
Home,RECOVERY,,1,33775,1351.0,33775,1351.0,Player1,,0.49,0.92,,
Home,BALL LOST,,1,33823,1352.92,33846,1353.84,Player1,,0.57,0.98,0.62,0.83
Home,RECOVERY,INTERCEPTION,1,33894,1355.76,33894,1355.76,Player6,,0.51,0.92,,
Home,BALL OUT,,1,33894,1355.76,33915,1356.6,Player6,,0.51,0.92,0.53,1.04
Home,RECOVERY,INTERCEPTION,1,34645,1385.8,34645,1385.8,Player3,,0.05,0.53,,
Home,PASS,HEAD,1,34645,1385.8,34711,1388.44,Player3,Player11,0.05,0.53,0.07,0.47
Home,PASS,,1,34821,1392.84,34863,1394.52,Player11,Player4,0.09,0.47,0.16,0.22
Home,BALL LOST,,1,34980,1399.2,35042,1401.68,Player4,,0.27,0.04,0.54,0.45
Home,RECOVERY,,1,36212,1448.48,36212,1448.48,Player11,,0.01,0.5,,
Home,BALL LOST,INTERCEPTION,1,36212,1448.48,36335,1453.4,Player11,,0.01,0.5,0.58,0.25
Home,CHALLENGE,AERIAL-LOST,1,36335,1453.4,36335,1453.4,Player8,,0.57,0.26,,
Home,RECOVERY,INTERCEPTION,1,36370,1454.8,36370,1454.8,Player8,,0.56,0.24,,
Home,CHALLENGE,GROUND-LOST,1,36410,1456.4,36410,1456.4,Player8,,0.59,0.12,,
Home,BALL LOST,INTERCEPTION,1,36410,1456.4,36410,1456.4,Player8,,0.59,0.12,,
Home,SET PIECE,THROW IN,1,36535,1461.4,36535,1461.4,Player4,,,,,
Home,PASS,,1,36535,1461.4,36618,1464.72,Player4,Player3,0.46,0.01,0.29,0.24
Home,PASS,,1,36618,1464.72,36691,1467.64,Player3,Player1,0.29,0.24,0.35,0.76
Home,PASS,,1,36691,1467.64,36718,1468.72,Player1,Player10,0.35,0.76,0.45,0.68
Home,BALL OUT,,1,36718,1468.72,36762,1470.48,Player10,,0.45,0.68,0.47,1.01
Home,CHALLENGE,GROUND-LOST,1,37308,1492.32,37308,1492.32,Player7,,0.26,0.24,,
Home,CHALLENGE,GROUND-LOST,1,37341,1493.64,37341,1493.64,Player8,,0.19,0.2,,
Home,CHALLENGE,TACKLE-FAULT-WON,1,37386,1495.44,37386,1495.44,Player4,,0.13,0.19,,
Home,SET PIECE,FREE KICK,1,38142,1525.68,38142,1525.68,Player11,,,,,
Home,BALL LOST,,1,38142,1525.68,38232,1529.28,Player11,,0.12,0.14,0.7,0.39
Home,CHALLENGE,AERIAL-LOST,1,38232,1529.28,38232,1529.28,Player9,,0.67,0.4,,
Home,CHALLENGE,TACKLE-WON,1,38313,1532.52,38313,1532.52,Player6,,0.59,0.39,,
Home,RECOVERY,THEFT,1,38313,1532.52,38313,1532.52,Player6,,0.59,0.39,,
Home,PASS,,1,38324,1532.96,38341,1533.64,Player6,Player9,0.6,0.39,0.62,0.37
Home,PASS,,1,38373,1534.92,38388,1535.52,Player9,Player7,0.63,0.33,0.54,0.38
Home,PASS,,1,38419,1536.76,38457,1538.28,Player7,Player1,0.54,0.41,0.55,0.75
Home,CHALLENGE,TACKLE-FAULT-WON,1,38461,1538.44,38461,1538.44,Player1,,0.55,0.75,,
Home,FAULT RECEIVED,,1,38478,1539.12,38478,1539.12,Player1,,0.56,0.76,,
Home,SET PIECE,FREE KICK,1,42476,1699.04,42476,1699.04,Player6,,,,,
Home,PASS,,1,42476,1699.04,42495,1699.8,Player6,Player10,0.56,0.73,0.56,0.97
Home,PASS,,1,42495,1699.8,42524,1700.96,Player10,Player7,0.56,0.97,0.47,0.94
Home,PASS,,1,42539,1701.56,42567,1702.68,Player7,Player2,0.47,0.94,0.36,0.82
Home,PASS,,1,42591,1703.64,42623,1704.92,Player2,Player7,0.36,0.81,0.42,0.96
Home,BALL LOST,,1,42660,1706.4,42715,1708.6,Player7,,0.41,0.96,0.75,0.64
Home,SET PIECE,THROW IN,1,43113,1724.52,43113,1724.52,Player7,,,,,
Home,PASS,,1,43113,1724.52,43132,1725.28,Player7,Player10,0.65,1.01,0.71,0.96
Home,PASS,,1,43132,1725.28,43151,1726.04,Player10,Player7,0.71,0.96,0.65,1.0
Home,CHALLENGE,GROUND-WON,1,43171,1726.84,43171,1726.84,Player7,,0.63,0.98,,
Home,PASS,,1,43214,1728.56,43239,1729.56,Player7,Player2,0.56,0.91,0.45,0.95
Home,BALL LOST,INTERCEPTION,1,43270,1730.8,43324,1732.96,Player2,,0.45,0.95,0.75,0.76
Home,CHALLENGE,GROUND,1,43307,1732.28,43307,1732.28,Player9,,0.71,0.77,,
Home,CHALLENGE,GROUND-FAULT-WON,1,43439,1737.56,43439,1737.56,Player10,,0.59,0.93,,
Home,SET PIECE,FREE KICK,1,44270,1770.8,44270,1770.8,Player7,,,,,
Home,BALL LOST,INTERCEPTION,1,44270,1770.8,44355,1774.2,Player7,,0.48,0.95,0.84,0.42
Home,RECOVERY,,1,44400,1776.0,44400,1776.0,Player5,,0.73,0.42,,
Home,CHALLENGE,GROUND-LOST,1,44429,1777.16,44429,1777.16,Player5,,0.8,0.39,,
Home,BALL LOST,INTERCEPTION,1,44429,1777.16,44429,1777.16,Player5,,0.8,0.39,,
Home,RECOVERY,,1,44504,1780.16,44504,1780.16,Player4,,0.63,0.21,,
Home,PASS,,1,44574,1782.96,44589,1783.56,Player4,Player9,0.69,0.22,0.76,0.05
Home,PASS,,1,44615,1784.6,44635,1785.4,Player9,Player4,0.75,0.05,0.67,0.16
Home,PASS,,1,44665,1786.6,44718,1788.72,Player4,Player3,0.64,0.13,0.45,0.33
Home,PASS,,1,44737,1789.48,44779,1791.16,Player3,Player2,0.44,0.36,0.38,0.7
Home,PASS,,1,44823,1792.92,44842,1793.68,Player2,Player7,0.38,0.78,0.4,0.96
Home,BALL LOST,INTERCEPTION,1,44858,1794.32,44861,1794.44,Player7,,0.39,0.96,0.37,0.96
Home,SET PIECE,THROW IN,1,45114,1804.56,45114,1804.56,Player7,,,,,
Home,PASS,,1,45114,1804.56,45132,1805.28,Player7,Player10,0.39,1.01,0.44,0.91
Home,CHALLENGE,GROUND-WON,1,45132,1805.28,45132,1805.28,Player10,,0.44,0.91,,
Home,PASS,,1,45132,1805.28,45154,1806.16,Player10,Player7,0.44,0.91,0.38,0.99
Home,CHALLENGE,GROUND-FAULT-WON,1,45176,1807.04,45176,1807.04,Player7,,0.38,0.96,,
Home,FAULT RECEIVED,,1,45176,1807.04,45176,1807.04,Player7,,0.38,0.96,,
Home,SET PIECE,FREE KICK,1,45835,1833.4,45835,1833.4,Player2,,,,,
Home,PASS,,1,45835,1833.4,45904,1836.16,Player2,Player9,0.37,0.87,0.75,0.86
Home,CHALLENGE,AERIAL-WON,1,45904,1836.16,45904,1836.16,Player9,,0.75,0.86,,
Home,BALL LOST,,1,45904,1836.16,46002,1840.08,Player9,,0.75,0.86,0.93,0.91
Home,SET PIECE,THROW IN,1,46485,1859.4,46485,1859.4,Player7,,,,,
Home,PASS,,1,46485,1859.4,46511,1860.44,Player7,Player9,0.74,1.01,0.86,0.91
Home,BALL OUT,,1,46511,1860.44,46546,1861.84,Player9,,0.86,0.91,0.75,1.01
Home,CHALLENGE,GROUND-LOST,1,47981,1919.24,47981,1919.24,Player9,,0.48,0.73,,
Home,RECOVERY,INTERCEPTION,1,48282,1931.28,48282,1931.28,Player4,,0.33,0.05,,
Home,BALL OUT,,1,48282,1931.28,48313,1932.52,Player4,,0.33,0.05,0.28,-0.03
Home,RECOVERY,INTERCEPTION,1,48560,1942.4,48560,1942.4,Player8,,0.18,0.16,,
Home,PASS,,1,48577,1943.08,48592,1943.68,Player8,Player12,0.19,0.18,0.2,0.29
Home,PASS,,1,48613,1944.52,48633,1945.32,Player12,Player6,0.21,0.3,0.24,0.45
